-1.363122499171609547e-02,1.209866622366251310e-02,2.627115329705631552e-02
4.830386473628633937e-02,4.063244892238082606e-03,5.591672031357575179e-05
-1.244207046115608506e-03,1.384771115096605776e-03,-2.615931985642561131e-02
3.591684679068585240e-02,-2.272149287917668570e-02,1.054201135101351383e-02
1.940082286321853644e-02,1.611637688937472834e-02,1.578505866635993016e-02
-5.373213027982437495e-03,6.741718669379559437e-03,-9.956198227130030887e-02
5.243287071815316835e-02,-1.200759777061077838e-02,2.102810598170634648e-02
-1.363122499171609547e-02,5.402481780808821021e-03,-1.043017791037925690e-02
3.178784080881902341e-02,4.553422652586736064e-05,5.298964035663544792e-03
-5.079227882851755638e-02,1.879485066651620517e-02,-2.091627254107919498e-02
1.114281089948487846e-02,1.343790311223325151e-02,5.298964035663544792e-03
-1.244207046115608506e-03,-6.650650216327824715e-03,-2.615931985642561131e-02
2.765883482695219442e-02,2.724008003667344191e-03,3.675724792775270089e-02
-5.373213027982437495e-03,4.063244892238082606e-03,2.102810598170634648e-02
-3.840526088291706941e-02,-1.736454532489373204e-02,-2.615931985642561131e-02
-9.502219009849266484e-03,-1.066836088204003996e-02,-3.664541448712199667e-02
2.352982884508536543e-02,9.420192446521036267e-03,-2.091627254107919498e-02
-1.244207046115608506e-03,-5.311413327757086300e-03,-5.187130595032840574e-03
-5.373213027982437495e-03,2.724008003667344191e-03,-1.043017791037925690e-02
3.591684679068585240e-02,4.553422652586736064e-05,5.591672031357575179e-05
2.884798935751220483e-03,4.063244892238082606e-03,2.102810598170634648e-02
1.114281089948487846e-02,-9.329123993469301546e-03,3.675724792775270089e-02
-5.373213027982437495e-03,-7.989887104898563130e-03,-5.187130595032840574e-03
2.884798935751220483e-03,4.063244892238082606e-03,2.102810598170634648e-02
1.940082286321853644e-02,2.724008003667344191e-03,-4.188846180247196571e-02
-1.244207046115608506e-03,5.402481780808821021e-03,-4.188846180247196571e-02
1.940082286321853644e-02,4.553422652586736064e-05,-4.188846180247196571e-02
2.765883482695219442e-02,-6.650650216327824715e-03,-4.713150911781838204e-02
3.591684679068585240e-02,6.741718669379559437e-03,-2.091627254107919498e-02
6.069088268188682633e-02,-7.989887104898563130e-03,-2.091627254107919498e-02
-4.666327284665072739e-02,1.075942933509177468e-02,1.054201135101351383e-02
4.417485875441951038e-02,1.384771115096605776e-03,5.591672031357575179e-05
-3.014724891918341143e-02,6.741718669379559437e-03,1.363751469193701382e-01
-9.502219009849266484e-03,-1.736454532489373204e-02,-2.201520705243069642e-01
8.959392455495462926e-02,-2.539996665631816253e-02,-5.761760374851476740e-02
-1.127273685565199912e-01,4.691882532650171189e-02,-7.334674569455756910e-02
9.785193651868828724e-02,5.402481780808821021e-03,5.591672031357575179e-05
-5.373213027982437495e-03,-5.311413327757086300e-03,3.151420061240628456e-02
-5.492128481038438537e-02,1.384771115096605776e-03,3.151420061240628456e-02
8.133591259122097128e-02,-2.138225599060594728e-02,-2.091627254107919498e-02
-3.427625490105024042e-02,1.209866622366251310e-02,1.101599103426273984e-01
-2.601824293731658244e-02,-1.468607154775225521e-02,-4.351170104535846406e-01
2.134641040109594989e-01,-1.200759777061077838e-02,2.102810598170634648e-02
-3.109196556861277827e-01,6.031119421220909604e-02,3.151420061240628456e-02
1.556580202648238931e-01,-6.022012575915736132e-02,2.627115329705631552e-02
-1.244207046115608506e-03,-1.736454532489373204e-02,-1.567322522572922594e-02
-1.994364941757234000e-01,4.424035154936023506e-02,4.724334255844908625e-02
1.556580202648238931e-01,-4.414928309630850034e-02,-2.091627254107919498e-02
1.114281089948487846e-02,2.013408755508694359e-02,-6.810369837921115277e-02
-1.363122499171609547e-02,6.741718669379559437e-03,3.675724792775270089e-02
1.845610621378916960e-01,-2.941767732203037777e-02,1.101599103426273984e-01
-1.251143865021204782e-01,4.424035154936023506e-02,1.054201135101351383e-02
2.052060920472258410e-01,-2.807844043345963936e-02,7.870162645053824235e-02
-1.498884223933214521e-01,1.343790311223325151e-02,6.297248450449188795e-02
1.432710023192234061e-01,-2.138225599060594728e-02,6.297248450449188795e-02
-6.317929677411804334e-02,2.683027199794063566e-02,5.248638987379905529e-02
5.243287071815316835e-02,2.683027199794063566e-02,7.345857913519182603e-02
3.178784080881902341e-02,-2.004301910203520887e-02,6.297248450449188795e-02
-6.730830275598487233e-02,1.745561377794546676e-02,1.054201135101351383e-02
1.527181688135170745e-02,4.553422652586736064e-05,-1.043017791037925690e-02
4.417485875441951038e-02,-1.293702662044871055e-03,3.675724792775270089e-02
